Name,Algorithm,Time,Cost
berlin52,25,1.1274778842926025,8346.940883907457
berlin52,26,1.125655174255371,8153.699097372625
berlin52,27,1.1261045932769775,8464.316853933145
berlin52,28,1.1291759014129639,8586.045547190333
berlin52,29,1.1311109066009521,8315.195854260528
pr76,0,1.2420592308044434,129662.82231020682
pr76,1,1.2312602996826172,115708.6347622922
pr76,2,1.2363030910491943,122628.19295151395
pr76,3,1.234555959701538,115572.29758209469
pr76,4,1.2331304550170898,118866.61658134124
pr76,5,1.230109691619873,119257.8239326514
pr76,6,1.2282614707946777,126191.32576036986
pr76,7,1.2369835376739502,123001.40892383084
pr76,8,1.2305948734283447,114275.38889402704
pr76,9,1.2285277843475342,121804.52559959302
pr76,10,1.2288570404052734,130946.95747467541
pr76,11,1.2309327125549316,118946.06756096918
pr76,12,1.2308037281036377,132290.39029437889
pr76,13,1.2276310920715332,123423.79231726014
pr76,14,1.2310166358947754,121322.35317744716
pr76,15,1.2354421615600586,124851.93996000501
pr76,16,1.2286059856414795,122669.57417200817
pr76,17,1.2351570129394531,124615.41571924319
pr76,18,1.2331185340881348,125780.95839102831
pr76,19,1.231142520904541,119321.61027973393
pr76,20,1.2308011054992676,130521.93105020591
pr76,21,1.2251696586608887,123444.57100646467
pr76,22,1.2257201671600342,120271.09070246364
pr76,23,1.2318882942199707,124195.6499228735
pr76,24,1.228740930557251,118328.11077989942
pr76,25,1.2275314331054688,124308.66005635103
pr76,26,1.228506326675415,119828.0547489588
pr76,27,1.2315216064453125,123291.7522527646
pr76,28,1.2256381511688232,132292.86042871064
pr76,29,1.2296442985534668,132290.39029437894
pr144,0,1.5560004711151123,65776.30989765306
pr144,1,1.5402941703796387,64189.24320451
pr144,2,1.5440096855163574,69070.98519099862
pr144,3,1.5411043167114258,71253.2223733549
pr144,4,1.5412240028381348,66962.03446395535
pr144,5,1.5503737926483154,71396.69533651814
pr144,6,1.5420708656311035,67443.47302042248
pr144,7,1.534590244293213,72975.05555116244
pr144,8,1.539391040802002,69707.81604965187
pr144,9,1.5508291721343994,64152.00326482665
pr144,10,1.5381696224212646,70580.05580163364
pr144,11,1.5312128067016602,61056.13500679217
pr144,12,1.5371809005737305,65460.855403862646
pr144,13,1.5421373844146729,73098.98317164367
pr144,14,1.5386924743652344,72591.812177029
pr144,15,1.5559203624725342,68961.22726037774
pr144,16,1.5355322360992432,66471.27315219113
pr144,17,1.5335853099822998,72477.172835016
pr144,18,1.5322046279907227,69774.33327638761
pr144,19,1.5321836471557617,71641.41624251135
pr144,20,1.5403428077697754,70700.6506478377
pr144,21,1.5362074375152588,71311.5962847019
pr144,22,1.5402824878692627,65150.77016705301
pr144,23,1.538407564163208,69598.66257114973
pr144,24,1.5489943027496338,68309.72710749025
pr144,25,1.5520479679107666,69819.96542922276
pr144,26,1.5706579685211182,67621.42201565226
pr144,27,1.546813726425171,65582.87756089459
pr144,28,1.5304322242736816,61337.117467030985
pr144,29,1.5423355102539062,70973.61650461188
rat195,0,1.7854750156402588,2710.467528049892
rat195,1,1.7863283157348633,2710.5942945975216
rat195,2,1.7777013778686523,2825.1678063232685
rat195,3,1.7604024410247803,2814.3140635995346
rat195,4,1.7485957145690918,2761.309484425864
rat195,5,1.7717323303222656,2754.3984963453954
rat195,6,1.7530794143676758,2761.45207855709
rat195,7,1.7573025226593018,2762.7855718618594
rat195,8,1.7586584091186523,2790.2826404686675
rat195,9,1.76206636428833,2802.0682650059302
rat195,10,1.765563726425171,2815.5789261418913
rat195,11,1.7645583152770996,2699.476575454584
rat195,12,1.7652268409729004,2768.847928154376
rat195,13,1.7632339000701904,2872.6647604274776
rat195,14,1.7570667266845703,2730.933878579216
rat195,15,1.764542818069458,2882.2678605228575
rat195,16,1.7643494606018066,2921.6125043978145
rat195,17,1.7687771320343018,2782.634493805363
rat195,18,1.759164810180664,2732.8895546757713
rat195,19,1.758096694946289,2829.3397179332487
rat195,20,1.7628984451293945,2806.0990621267106
rat195,21,1.756687879562378,2829.5457333949444
rat195,22,1.7528891563415527,2792.1009730795467
rat195,23,1.7587404251098633,2599.2352009630986
rat195,24,1.77518630027771,2746.0049962338044
rat195,25,1.7685205936431885,2708.0735511831335
rat195,26,1.769911527633667,2727.0185641390494
rat195,27,1.7686827182769775,2836.505963936268
rat195,28,1.774240493774414,2794.4016577048956
rat195,29,1.7846007347106934,2862.3394311705174
kroA150,0,1.5910983085632324,33966.273007766635
kroA150,1,1.5836091041564941,33398.77055019288
kroA150,2,1.5730185508728027,33086.90212265212
kroA150,3,1.5685620307922363,32265.737979972942
kroA150,4,1.5714709758758545,33988.421560783965
kroA150,5,1.564037561416626,33218.61688983307
kroA150,6,1.5663542747497559,34589.41571984441
kroA150,7,1.5663340091705322,33657.145358709146
kroA150,8,1.5682992935180664,33681.3171634473
kroA150,9,1.5695364475250244,34709.0173277679
kroA150,10,1.5650596618652344,33699.921453104325
kroA150,11,1.5688300132751465,32688.3652039845
kroA150,12,1.5666038990020752,33829.87408712794
kroA150,13,1.5637898445129395,34422.097753766786
kroA150,14,1.5661158561706543,32990.766321299765
kroA150,15,1.5699658393859863,34751.05560095257
kroA150,16,1.5687038898468018,32801.2582182628
kroA150,17,1.564985752105713,33270.9371771608
kroA150,18,1.5587432384490967,34622.03420669172
kroA150,19,1.5581505298614502,32585.058936303
kroA150,20,1.560532569885254,33720.44260677173
kroA150,21,1.5606374740600586,32591.53243851903
kroA150,22,1.5594184398651123,33600.454259883714
kroA150,23,1.5649223327636719,34451.603120473934
kroA150,24,1.563877820968628,33366.02534950705
kroA150,25,1.570561170578003,33467.57328075796
kroA150,26,1.5665910243988037,32848.74210641207
kroA150,27,1.5620436668395996,32001.704181238216
kroA150,28,1.562459945678711,34637.647530406175
kroA150,29,1.5562946796417236,34366.263455919514
kroA100,0,1.351482629776001,22613.007461137127
kroA100,1,1.3996162414550781,23597.380868644606
kroA100,2,1.3508946895599365,23653.181735858194
kroA100,3,1.331892490386963,24430.501856293995
kroA100,4,1.4534235000610352,23219.576566499294
kroA100,5,1.5299577713012695,24208.14892334366
kroA100,6,1.4942009449005127,24186.212214451265
kroA100,7,1.4370100498199463,24165.938204382157
kroA100,8,1.3325858116149902,24138.942839266314
kroA100,9,1.340203046798706,23945.246833940804
kroA100,10,1.3682537078857422,22700.0892343141
kroA100,11,1.3603646755218506,24303.058835225725
kroA100,12,1.4595673084259033,23783.382191820412
kroA100,13,1.3786375522613525,24113.440933959577
kroA100,14,1.369039535522461,24842.482213319014
kroA100,15,1.3980686664581299,23313.86716901806
kroA100,16,1.3331501483917236,25173.603935637864
kroA100,17,1.3606159687042236,23940.07138665948
kroA100,18,1.3414442539215088,25330.373116619063
kroA100,19,1.3312757015228271,23983.67094503738
kroA100,20,1.3453059196472168,23194.872277813116
kroA100,21,1.4168663024902344,24822.825999130673
kroA100,22,1.4525175094604492,22904.818888181904
kroA100,23,1.3308095932006836,23396.354707774444
kroA100,24,1.3234503269195557,24493.171904558214
kroA100,25,1.3283398151397705,23553.49713405714
kroA100,26,1.3248381614685059,24104.111803558983
kroA100,27,1.3316540718078613,24513.762715175526
kroA100,28,1.3334341049194336,24384.283697324605
kroA100,29,1.3229262828826904,24063.954922187688
pr136,0,1.5076992511749268,111675.0891121543
pr136,1,1.4919817447662354,113140.67862981572
pr136,2,1.485732078552246,117183.15362078208
pr136,3,1.486283302307129,115341.23252336637
pr136,4,1.4905946254730225,110187.9455021004
pr136,5,1.495539903640747,111810.29295847163
pr136,6,1.4892091751098633,116293.23470178111
pr136,7,1.4825482368469238,114255.91289561089
pr136,8,1.4853386878967285,108929.66910522134
pr136,9,1.489511251449585,114665.61696032442
pr136,10,1.4900658130645752,114814.08906321887
pr136,11,1.4892308712005615,112066.57745504258
pr136,12,1.488081693649292,112765.48114702088
pr136,13,1.484818935394287,107459.81464049121
pr136,14,1.4872255325317383,109517.48209245583
pr136,15,1.4958014488220215,115682.33754792191
pr136,16,1.50095534324646,113956.98570684996
pr136,17,1.495629072189331,116445.30343715588
pr136,18,1.492267370223999,111238.44383131112
pr136,19,1.4873251914978027,114783.35148014796
pr136,20,1.4948499202728271,108491.510571494
pr136,21,1.491609811782837,117555.05621680658
pr136,22,1.4901504516601562,105638.97263691155
pr136,23,1.4929344654083252,117397.56528774268
pr136,24,1.4937334060668945,110811.09292276081
pr136,25,1.4924488067626953,111974.36198522607
pr136,26,1.4945752620697021,115246.09353256623
pr136,27,1.4943833351135254,115787.71169916356
pr136,28,1.4904167652130127,112494.35604498978
pr136,29,1.4911892414093018,122384.06881715033
kroB200,0,1.779334545135498,44062.07827981408
kroB200,1,1.7736248970031738,43759.33084942719
kroB200,2,1.7834141254425049,45111.666271096095
kroB200,3,1.7831485271453857,43144.62858638903
kroB200,4,1.779686689376831,42761.32856526033
kroB200,5,1.771705150604248,46143.298284985955
kroB200,6,1.764972448348999,44495.374086991214
kroB200,7,1.7690093517303467,42357.333057910095
kroB200,8,1.7645211219787598,45486.57566358293
kroB200,9,1.7651851177215576,43865.74161312842
kroB200,10,1.7684040069580078,43273.72377380949
kroB200,11,1.7662341594696045,43567.42040046872
kroB200,12,1.770975112915039,45015.75206469067
kroB200,13,1.7806932926177979,45352.64800480771
kroB200,14,1.7741296291351318,44835.33381440683
kroB200,15,1.7717068195343018,42871.951750285174
kroB200,16,1.772831678390503,44401.15288655469
kroB200,17,1.7680282592773438,42477.713645927535
kroB200,18,1.766869306564331,43688.779746985245
kroB200,19,1.7691810131072998,42740.4653371341
kroB200,20,1.7682416439056396,46788.35937018155
kroB200,21,1.767965316772461,46297.15086914811
kroB200,22,1.7770144939422607,47142.346274161646
kroB200,23,1.782294750213623,45805.77199647153
kroB200,24,1.7801544666290283,44278.57276817315
kroB200,25,1.7807800769805908,43432.73450860066
kroB200,26,1.7762598991394043,43506.851519045165
kroB200,27,1.7740354537963867,43443.74027720226
kroB200,28,1.7822668552398682,44351.85469145368
kroB200,29,1.7712347507476807,44663.33664894317
pr152,0,1.5858216285705566,87053.79083423424
pr152,1,1.5826311111450195,86743.05161600646
pr152,2,1.5717990398406982,84104.38015642115
pr152,3,1.5630989074707031,91489.24801606296
pr152,4,1.5741775035858154,88462.602249697
pr152,5,1.576524257659912,85618.72365791202
pr152,6,1.5738277435302734,87481.36215277376
pr152,7,1.567206621170044,87709.96499949286
pr152,8,1.572216510772705,83521.82687210978
pr152,9,1.576125144958496,87350.26862933827
pr152,10,1.5785565376281738,89453.53668375792
pr152,11,1.5663926601409912,87600.93924186117
pr152,12,1.5596721172332764,89240.94347497934
pr152,13,1.5606510639190674,88564.00794081285
pr152,14,1.5691843032836914,86801.2794656289
pr152,15,1.574476957321167,82039.78966106278
pr152,16,1.565819263458252,87412.0732993914
pr152,17,1.5652811527252197,89143.19337213373
pr152,18,1.5636742115020752,87750.27762990513
pr152,19,1.5679478645324707,85438.13415798558
pr152,20,1.5629968643188477,87554.33509551804
pr152,21,1.5651655197143555,89096.61937331603
pr152,22,1.5659074783325195,89629.78900973874
pr152,23,1.5702874660491943,87725.71979216425
pr152,24,1.5661919116973877,88998.6975945714
pr152,25,1.5680594444274902,82885.74447924421
pr152,26,1.565781593322754,91873.94291825661
pr152,27,1.564002513885498,83712.87802283463
pr152,28,1.5731520652770996,86332.91278826416
pr152,29,1.5751368999481201,88380.17187162754
kroA200,0,1.7901251316070557,44296.309468758365
kroA200,1,1.7798454761505127,44787.99801855497
kroA200,2,1.787959098815918,42963.90530006938
kroA200,3,1.7876546382904053,46841.15717236011
kroA200,4,1.787480354309082,43031.25788130041
kroA200,5,1.778817892074585,44465.375126202984
kroA200,6,1.7696506977081299,47047.98616037742
kroA200,7,1.7574350833892822,43252.43323825052
kroA200,8,1.7584669589996338,44415.18411036208
kroA200,9,1.762385606765747,46142.86447892044
kroA200,10,1.766676902770996,45085.1935204261
kroA200,11,1.768502950668335,44472.66751145515
kroA200,12,1.76304292678833,45117.18361133468
kroA200,13,1.7663331031799316,42918.408900819864
kroA200,14,1.762444019317627,46012.99845884406
kroA200,15,1.7648868560791016,44215.59946606955
kroA200,16,1.7568490505218506,45620.477521064786
kroA200,17,1.7622570991516113,48028.3152397537
kroA200,18,1.763171911239624,42398.142365315696
kroA200,19,1.7762696743011475,45075.21496251209
kroA200,20,1.7736539840698242,45437.45973242099
kroA200,21,1.7709391117095947,44919.62217265347
kroA200,22,1.7654893398284912,42318.66369616744
kroA200,23,1.7646973133087158,44631.93221580875
kroA200,24,1.765289306640625,42280.846328635685
kroA200,25,1.7635622024536133,45913.239938839615
kroA200,26,1.75874924659729,46414.44803658017
kroA200,27,1.7544620037078857,42729.57981251966
kroA200,28,1.7681772708892822,44270.94441187572
kroA200,29,1.7714409828186035,42923.95254394035
pr107,0,1.3680124282836914,49929.64008078031
pr107,1,1.3531346321105957,46391.660978881
pr107,2,1.3568453788757324,47273.72279366627
pr107,3,1.3553533554077148,49437.66684860463
pr107,4,1.3630547523498535,45766.00993614694
pr107,5,1.3611719608306885,47832.13467181277
pr107,6,1.355771780014038,49134.879466410865
pr107,7,1.352010726928711,47750.11884048439
pr107,8,1.3567917346954346,46347.821968616896
pr107,9,1.354848861694336,47355.38444289183
pr107,10,1.357384443283081,46461.44545984006
pr107,11,1.3589191436767578,48388.98334238706
pr107,12,1.3613622188568115,45656.303378422715
pr107,13,1.3597445487976074,47372.73655986746
pr107,14,1.3507959842681885,49010.630785600784
pr107,15,1.3495979309082031,45897.218820495735
pr107,16,1.3513693809509277,46201.248556344566
pr107,17,1.3519086837768555,50172.90662113838
pr107,18,1.3575758934020996,47714.76856528323
pr107,19,1.3623692989349365,48786.627586826515
pr107,20,1.3490691184997559,47833.794740370766
pr107,21,1.3567829132080078,47299.46393263873
pr107,22,1.357050895690918,47282.49451075775
pr107,23,1.3604373931884766,48923.3663075084
pr107,24,1.361903429031372,47595.77820847908
pr107,25,1.3589749336242676,46822.72118224989
pr107,26,1.3623199462890625,47180.146851224956
pr107,27,1.3654627799987793,48143.584645539515
pr107,28,1.3673651218414307,46726.950084442295
pr107,29,1.362762212753296,48299.99200497372
st70,0,1.213381052017212,750.302533969886
st70,1,1.2023906707763672,734.2187209808417
st70,2,1.2010345458984375,744.6853375905052
st70,3,1.2013888359069824,784.1104104645259
st70,4,1.1993141174316406,784.7982777712698
st70,5,1.1961133480072021,709.3006940598258
st70,6,1.1971356868743896,728.5402668013895
st70,7,1.197448968887329,703.8109814009578
st70,8,1.1964373588562012,749.2986199582585
st70,9,1.1986525058746338,727.5013708184262
st70,10,1.198784589767456,747.8874249939228
st70,11,1.1998381614685059,769.0597921538553
st70,12,1.1982009410858154,728.3013088198496
st70,13,1.1985604763031006,731.4351098939428
st70,14,1.195693016052246,738.3460638717534
st70,15,1.1977531909942627,741.4849289196504
st70,16,1.1962311267852783,738.8772589417568
st70,17,1.198211908340454,758.0159124522487
st70,18,1.1915857791900635,766.4408191957024
st70,19,1.1967823505401611,705.4726470281433
st70,20,1.1917314529418945,711.9358889649766
st70,21,1.1939961910247803,728.4313485960497
st70,22,1.1984875202178955,740.080475693074
st70,23,1.1975903511047363,728.4507080403926
st70,24,1.194878101348877,722.8457185623062
st70,25,1.1999013423919678,743.6251261311023
st70,26,1.2024424076080322,719.0117313243815
st70,27,1.19490385055542,719.1763815940056
st70,28,1.1966378688812256,731.1594197756759
st70,29,1.195298433303833,698.1346555557076
pr124,0,1.4489660263061523,66012.8826228407
pr124,1,1.4365696907043457,66655.33910813404
pr124,2,1.4293620586395264,63307.61560173065
pr124,3,1.4259591102600098,64999.57224587731
pr124,4,1.4373462200164795,66248.94862044584
pr124,5,1.4367258548736572,64290.84139265067
pr124,6,1.425786018371582,69253.79098014922
pr124,7,1.4242620468139648,67646.03924499273
pr124,8,1.4285528659820557,64068.50575045305
pr124,9,1.4275422096252441,68963.04856518075
pr124,10,1.4304566383361816,67300.06530842655
pr124,11,1.4288668632507324,68418.7751754166
pr124,12,1.4326341152191162,66058.60984808677
pr124,13,1.4336848258972168,63991.141838408505
pr124,14,1.428208589553833,66730.44993017612
pr124,15,1.427093267440796,64666.66101349701
pr124,16,1.4275574684143066,66417.75693022193
pr124,17,1.4227728843688965,70489.36223329145
pr124,18,1.4207119941711426,64004.22550097491
pr124,19,1.4304232597351074,64335.32485255947
pr124,20,1.4394080638885498,69390.3139670719
pr124,21,1.425705909729004,66804.24524335314
pr124,22,1.4304893016815186,74648.70081019361
pr124,23,1.4321417808532715,63135.318329582304
pr124,24,1.4293138980865479,65610.35049272013
pr124,25,1.4290337562561035,70243.23681497527
pr124,26,1.4244794845581055,63995.39673897175
pr124,27,1.426494836807251,69907.39192131217
pr124,28,1.4290523529052734,67219.74870190097
pr124,29,1.4355463981628418,63502.80519663103
rat99,0,1.3275856971740723,1372.029100761747
rat99,1,1.322058916091919,1353.1549817425441
rat99,2,1.3238263130187988,1340.2325826709093
rat99,3,1.322744607925415,1362.580464226513
rat99,4,1.3224101066589355,1403.553599329595
rat99,5,1.3239541053771973,1332.3412650166315
rat99,6,1.3216512203216553,1347.5006555037828
rat99,7,1.3221230506896973,1334.4518654662952
rat99,8,1.326613426208496,1347.156465096314
rat99,9,1.3196163177490234,1360.1556743308086
rat99,10,1.320336103439331,1336.1130098368308
rat99,11,1.32069730758667,1349.8561724095878
rat99,12,1.3255555629730225,1292.1195027094066
rat99,13,1.322939395904541,1372.6942894308802
rat99,14,1.321505069732666,1363.0458760399313
rat99,15,1.3264234066009521,1392.4833990695556
rat99,16,1.3235325813293457,1391.1848681090985
rat99,17,1.3179116249084473,1317.7705858229317
rat99,18,1.3211233615875244,1380.074331690874
rat99,19,1.3226916790008545,1394.0352133400525
rat99,20,1.3158950805664062,1397.2454105807456
rat99,21,1.3186626434326172,1337.3485602961905
rat99,22,1.3183770179748535,1334.1793146598072
rat99,23,1.3171393871307373,1383.7249827558073
rat99,24,1.3151829242706299,1369.3835340749326
rat99,25,1.3122599124908447,1323.948866814988
rat99,26,1.3185524940490723,1377.1892416965395
rat99,27,1.321373701095581,1362.897657378661
rat99,28,1.3234710693359375,1368.9808547142147
rat99,29,1.3279838562011719,1391.8352832556636
kroB150,0,1.5820879936218262,32035.480691564786
kroB150,1,1.5612263679504395,32302.0978485915
kroB150,2,1.560443639755249,34781.832397655926
kroB150,3,1.5677433013916016,34455.84883027325
kroB150,4,1.5729856491088867,33896.48801912772
kroB150,5,1.5661423206329346,32161.64776310763
kroB150,6,1.5619463920593262,33430.27921968483
kroB150,7,1.5688350200653076,32286.1753858324
kroB150,8,1.5593044757843018,35113.56511165091
kroB150,9,1.5569052696228027,32039.111659148773
kroB150,10,1.5610291957855225,35614.40994649345
kroB150,11,1.5688080787658691,33845.43255024078
kroB150,12,1.5671606063842773,31851.622354211995
kroB150,13,1.5650196075439453,32759.27335783813
kroB150,14,1.5701556205749512,34839.44474878272
kroB150,15,1.5751867294311523,32816.71859264051
kroB150,16,1.5768709182739258,34957.29062882767
kroB150,17,1.5752968788146973,33237.57085773258
kroB150,18,1.574479579925537,32856.827113811785
kroB150,19,1.5727033615112305,34080.699180004194
kroB150,20,1.575127124786377,32515.06590331811
kroB150,21,1.576113224029541,32538.988107122314
kroB150,22,1.5732014179229736,33047.18103094587
kroB150,23,1.5777122974395752,32375.512978656574
kroB150,24,1.582077980041504,30957.905110506883
kroB150,25,1.573470115661621,33815.36201087309
kroB150,26,1.562391996383667,32644.112142547496
kroB150,27,1.5588853359222412,30944.47559917655
kroB150,28,1.5621168613433838,32260.799013760785
kroB150,29,1.5559043884277344,34504.880729234465
lin105,0,1.3603582382202148,16557.7658096516
lin105,1,1.346576452255249,16132.750227914723
lin105,2,1.3490056991577148,15664.118618801243
lin105,3,1.3520922660827637,15827.727718496022
lin105,4,1.3493082523345947,16350.252210086199
lin105,5,1.3468961715698242,15595.155887040255
lin105,6,1.3422574996948242,16709.1781729012
lin105,7,1.3395841121673584,16387.258647099654
lin105,8,1.339689016342163,15992.578970444267
lin105,9,1.3429315090179443,16180.638866385354
lin105,10,1.3434979915618896,15814.251182214866
lin105,11,1.3439950942993164,16318.91048716782
lin105,12,1.3471417427062988,17284.691891815743
lin105,13,1.3488986492156982,16225.2033598391
lin105,14,1.343268871307373,15862.832269249635
lin105,15,1.3366165161132812,15985.459953014502
lin105,16,1.350799798965454,16010.841638292603
lin105,17,1.34136962890625,16076.590587622894
lin105,18,1.3377037048339844,15746.408269916083
lin105,19,1.345905065536499,15709.859959335345
lin105,20,1.3480429649353027,16588.83289416585
lin105,21,1.3487095832824707,16316.972443854183
lin105,22,1.3487350940704346,16089.336436340676
lin105,23,1.349308729171753,15854.87618161222
lin105,24,1.347071647644043,15501.575227244935
lin105,25,1.3444454669952393,15860.311038005482
lin105,26,1.344771146774292,16450.396837635868
lin105,27,1.348999261856079,16533.405725714485
lin105,28,1.3512918949127197,16004.458777025882
